id,vendor_id,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,Month,Day,Time,Distance,days_of_week_onehot_1,days_of_week_onehot_2,days_of_week_onehot_3,days_of_week_onehot_4,days_of_week_onehot_5,days_of_week_onehot_6,days_of_week_onehot_7,date,maximumTemperature,minimumTemperature,averageTemperature,precipitation,snowFall,snowDepth
id3191213,1,1,-73.9620742797852,40.8052062988281,-73.9591751098633,40.7759780883789,1,723,2,22,19.1333333333333,3.25918034166007,0,1,0,0,0,0,0,22-2-2016,52,38,45,0,0,0
id3632782,1,1,-74.0102233886719,40.7189407348633,-73.9630432128906,40.7936935424805,1,2649,6,3,23.1333333333333,9.21324483947687,0,0,0,0,0,1,0,3-6-2016,70,63,66.5,0.04,0,0
id2719484,1,1,-73.9933242797852,40.7219390869141,-73.9821090698242,40.6706085205078,1,938,2,12,0,5.78548168759097,0,0,0,0,0,1,0,12-2-2016,27,15,21,0,0,0
id1616202,2,1,-73.9870986938477,40.7390518188477,-73.9921798706055,40.7493896484375,1,763,1,29,15.5833333333333,1.22662959947797,0,0,0,0,0,1,0,29-1-2016,41,30,35.5,0,0,6
id3543837,2,1,-73.9877471923828,40.7688789367676,-73.9788589477539,40.7741813659668,1,257,1,16,9.63333333333333,0.95281386082579,0,0,0,0,0,0,1,16-1-2016,52,42,47,0.24,0,0
id2660153,1,1,-73.9669952392578,40.8042907714844,-73.7881011962891,40.6446075439453,1,2798,5,6,8.23333333333333,23.2924893617882,0,0,0,0,0,1,0,6-5-2016,54,48,51,0.54,0,0
id0610314,1,1,-73.9543151855469,40.7639312744141,-74.010498046875,40.7031326293945,1,918,2,5,19.5333333333333,8.25311342062647,0,0,0,0,0,1,0,5-2-2016,44,31,37.5,0.53,2.5,1
id0413757,2,2,-73.951904296875,40.7829627990723,-73.9428253173828,40.7857818603516,1,293,5,12,18.2666666666667,0.826171103079764,0,0,0,0,1,0,0,12-5-2016,80,56,68,0,0,0
id1128810,1,2,-73.9782028198242,40.7629432678223,-73.9914321899414,40.7499008178711,1,1626,4,19,18.8666666666667,1.82890722500106,0,0,1,0,0,0,0,19-4-2016,73,55,64,0,0,0
id0908183,1,1,-73.9852523803711,40.7316055297852,-73.9927673339844,40.7140121459961,1,1124,2,27,18.9833333333333,2.05624842494191,0,0,0,0,0,0,1,27-2-2016,41,26,33.5,0,0,0
id2242884,1,1,-73.9987182617188,40.73486328125,-73.9729080200195,40.7452621459961,1,963,1,21,7.1,2.4628306477613,0,0,0,0,1,0,0,21-1-2016,36,26,31,0,0,0
id2694436,1,1,-73.9907989501953,40.7454948425293,-73.9896697998047,40.7303619384766,1,574,4,20,23.05,1.68538927617696,0,0,0,1,0,0,0,20-4-2016,69,49,59,0,0,0
id3946847,1,1,-73.9509201049805,40.7789878845215,-73.9923706054688,40.7581405639648,1,1168,3,6,19.2333333333333,4.19030972137294,1,0,0,0,0,0,0,6-3-2016,44,32,38,0,0,0
id0191236,1,1,-74.0060882568359,40.740104675293,-73.9834823608398,40.7302360534668,1,904,6,30,20.35,2.19817783729715,0,0,0,0,1,0,0,30-6-2016,85,67,76,0,0,0
id0944101,1,1,-73.9918670654297,40.7408638000488,-73.9994354248047,40.7386283874512,1,222,2,6,9.03333333333333,0.684372983498751,0,0,0,0,0,0,1,6-2-2016,40,30,35,0,0,0
id3991164,1,1,-73.9390716552734,40.8051681518555,-73.9658737182617,40.8055877685547,1,679,3,1,7.91666666666667,2.25633679523215,0,0,1,0,0,0,0,1-3-2016,52,39,45.5,0,0,0
id1579488,2,2,-73.961067199707,40.7747993469238,-73.962646484375,40.767219543457,1,308,6,19,16.2,0.853263779061169,1,0,0,0,0,0,0,19-6-2016,88,66,77,0,0,0
id1777509,2,1,-73.9536895751953,40.7907600402832,-73.954948425293,40.7705307006836,1,861,2,5,12.2833333333333,2.25189578977164,0,0,0,0,0,1,0,5-2-2016,44,31,37.5,0.53,2.5,1
id0501698,2,1,-74.0034103393555,40.7326507568359,-74.0001831054688,40.7461585998535,1,806,6,17,9.08333333333333,1.52641503498903,0,0,0,0,0,1,0,17-6-2016,78,63,70.5,0,0,0
id3806587,2,1,-73.9829788208008,40.7677154541016,-73.9742279052734,40.7798156738281,1,329,1,31,11.1166666666667,1.53405753346396,1,0,0,0,0,0,0,31-1-2016,56,36,46,0,0,4
id0402090,1,2,-73.9897384643555,40.7473907470703,-73.9870529174805,40.7223052978516,1,1491,6,23,21.5,2.79853738617083,0,0,0,0,1,0,0,23-6-2016,83,69,76,0,0,0
id0898895,1,1,-73.9852905273438,40.7446746826172,-73.9812240600586,40.7500915527344,1,93,2,8,0.716666666666667,0.692927373232016,0,1,0,0,0,0,0,8-2-2016,39,28,33.5,0.05,0.1,0
id3578630,2,3,-73.9522857666016,40.7663307189941,-73.9737777709961,40.7795028686523,1,840,6,29,15.6166666666667,2.32823420586889,0,0,0,1,0,0,0,29-6-2016,83,67,75,0.01,0,0
id3103742,2,1,-73.9810485839844,40.7504081726074,-73.9754180908203,40.7902488708496,1,835,6,9,21.55,4.45538561728267,0,0,0,0,1,0,0,9-6-2016,71,54,62.5,0,0,0
id0639610,2,1,-73.9952926635742,40.7394790649414,-73.9917831420898,40.7470588684082,1,360,6,2,16.8833333333333,0.893190074383491,0,0,0,0,1,0,0,2-6-2016,78,62,70,0,0,0
id2712395,2,4,-73.9760665893555,40.7556533813477,-73.9999542236328,40.7613716125488,1,760,3,14,21.2666666666667,2.11005459082745,0,1,0,0,0,0,0,14-3-2016,51,40,45.5,0.29,0,0
id1352100,1,1,-73.94677734375,40.7723541259766,-73.977165222168,40.7514762878418,1,446,5,24,6.55,3.45537418419281,0,0,1,0,0,0,0,24-5-2016,73,58,65.5,0.18,0,0
id3834388,1,3,-73.960090637207,40.7683715820312,-73.9537963867188,40.7905769348145,1,1272,2,5,11.25,2.52535956628092,0,0,0,0,0,1,0,5-2-2016,44,31,37.5,0.53,2.5,1
id2713613,1,1,-74.014030456543,40.7147789001465,-73.9695587158203,40.7576217651367,1,1771,6,1,12.1,6.06090264405238,0,0,0,1,0,0,0,1-6-2016,83,66,74.5,0,0,0
id0799854,1,1,-74.012336730957,40.7017478942871,-73.9931564331055,40.7139053344727,1,444,1,22,16.5833333333333,2.10743397190875,0,0,0,0,0,1,0,22-1-2016,30,21,25.5,0.01,0.2,0
id1348638,2,2,-73.9691848754883,40.7905311584473,-73.9805755615234,40.7814788818359,1,316,4,17,16.7,1.39027411582377,1,0,0,0,0,0,0,17-4-2016,75,44,59.5,0,0,0
id0844645,2,1,-74.0018463134766,40.7193260192871,-74.0064468383789,40.7056274414062,1,606,6,27,11.1166666666667,1.57179186602099,0,1,0,0,0,0,0,27-6-2016,83,67,75,0.45,0,0
id1608965,1,1,-73.9742050170898,40.7517776489258,-73.9721145629883,40.764820098877,1,515,1,7,20.9666666666667,1.46090346211699,0,0,0,0,1,0,0,7-1-2016,46,31,38.5,0,0,0
id1069845,2,1,-73.9883804321289,40.7483406066895,-73.9449920654297,40.6713409423828,1,1854,5,10,23.85,9.31031418194646,0,0,1,0,0,0,0,10-5-2016,63,50,56.5,0,0,0
id2918612,2,2,-73.9865112304688,40.7425689697266,-74.0053787231445,40.7109413146973,1,1105,4,21,19.6666666666667,3.85952332916775,0,0,0,0,1,0,0,21-4-2016,73,49,61,0,0,0
id3016318,2,1,-73.9731674194336,40.764461517334,-73.9537506103516,40.7791061401367,1,560,3,11,15.5333333333333,2.30764284146958,0,0,0,0,0,1,0,11-3-2016,68,48,58,0.06,0,0
id2842284,1,1,-74.0050048828125,40.7464714050293,-73.9953231811523,40.74951171875,1,372,1,28,9.41666666666667,0.882875910677249,0,0,0,0,1,0,0,28-1-2016,42,32,37,0,0,6
id3643616,2,1,-73.976203918457,40.7911834716797,-73.9562377929688,40.7673835754395,1,855,4,16,23.6,3.13526008139468,0,0,0,0,0,0,1,16-4-2016,68,43,55.5,0,0,0
id2706940,2,1,-73.9870834350586,40.7507057189941,-73.9548416137695,40.7690811157227,1,745,4,5,23.15,3.39840457659454,0,0,1,0,0,0,0,5-4-2016,43,26,34.5,0,0,0
id0048208,1,2,-73.9839248657227,40.7656097412109,-73.9780654907227,40.7625846862793,1,260,2,14,12.5666666666667,0.597211553995086,1,0,0,0,0,0,0,14-2-2016,15,-1,7,0,0,0
id2419302,2,1,-74.006217956543,40.7232971191406,-74.0104141235352,40.7142868041992,1,377,1,7,8.86666666666667,1.0624817454805,0,0,0,0,1,0,0,7-1-2016,46,31,38.5,0,0,0
id2782633,1,1,-73.9782028198242,40.777229309082,-73.9518051147461,40.7780342102051,1,985,1,11,15.3833333333333,2.2245504694114,0,1,0,0,0,0,0,11-1-2016,40,26,33,0,0,0
id1717788,1,1,-73.9446868896484,40.7873229980469,-73.955451965332,40.7797584533691,1,565,6,24,8.76666666666667,1.23653181385354,0,0,0,0,0,1,0,24-6-2016,84,67,75.5,0,0,0
id2716171,2,1,-73.9934005737305,40.7340087890625,-73.9915237426758,40.7447509765625,1,519,5,5,19.6333333333333,1.20489754445677,0,0,0,0,1,0,0,5-5-2016,57,46,51.5,0,0,0
id1637325,2,1,-73.9673461914062,40.7882194519043,-73.9567031860352,40.7817268371582,1,435,4,5,14.2666666666667,1.15071378655773,0,0,1,0,0,0,0,5-4-2016,43,26,34.5,0,0,0
id2423130,2,2,-73.9906768798828,40.7557792663574,-74.0011367797852,40.7572402954102,1,283,3,12,10.3166666666667,0.89588160197249,0,0,0,0,0,0,1,12-3-2016,59,40,49.5,0,0,0
id1524636,2,1,-73.9701919555664,40.759708404541,-73.9621810913086,40.773609161377,1,521,2,1,14.9166666666667,1.68650967744096,0,1,0,0,0,0,0,1-2-2016,59,44,51.5,0.01,0,2
id1838987,1,1,-74.0074844360352,40.7433853149414,-73.9848175048828,40.7700881958008,1,451,4,12,20.1,3.5300675710028,0,0,1,0,0,0,0,12-4-2016,59,45,52,0.2,0,0
id2284189,1,1,-73.996467590332,40.7535667419434,-74.0081253051758,40.7347946166992,1,403,6,23,18.2333333333333,2.30686280469578,0,0,0,0,1,0,0,23-6-2016,83,69,76,0,0,0
id3612143,2,1,-73.9548797607422,40.7800979614258,-73.9540100097656,40.7874412536621,1,238,5,10,13.6833333333333,0.819813882049805,0,0,1,0,0,0,0,10-5-2016,63,50,56.5,0,0,0
id2839263,2,6,-73.9495010375977,40.7728233337402,-73.9615478515625,40.7611351013184,1,326,1,1,0.716666666666667,1.64876460035136,0,0,0,0,0,1,0,1-1-2016,42,34,38,0,0,0
id2179492,2,2,-74.0038986206055,40.7375984191895,-73.9699096679688,40.7945518493652,1,1160,4,20,20.75,6.9497943142119,0,0,0,1,0,0,0,20-4-2016,69,49,59,0,0,0
id3995157,2,1,-73.7822189331055,40.6446228027344,-73.9703903198242,40.7606735229492,1,1780,3,28,23.9333333333333,20.4483103371652,0,1,0,0,0,0,0,28-3-2016,62,42,52,0.38,0,0
id0458163,2,1,-74.0086288452148,40.7140693664551,-73.9589157104492,40.7637138366699,1,2148,5,20,16.9833333333333,6.9293200966846,0,0,0,0,0,1,0,20-5-2016,76,53,64.5,0,0,0
id1622435,2,1,-74.0158386230469,40.7108688354492,-74.0075149536133,40.7471160888672,1,701,1,1,14.6666666666667,4.09108275214187,0,0,0,0,0,1,0,1-1-2016,42,34,38,0,0,0
id0853387,1,1,-73.9846267700195,40.7481002807617,-73.9789810180664,40.7412528991699,1,266,4,8,8.15,0.897739784119073,0,0,0,0,0,1,0,8-4-2016,50,40,45,0.01,0,0
id3930368,2,2,-73.9904327392578,40.7258377075195,-74.0038681030273,40.7386283874512,1,576,1,16,3.03333333333333,1.8177966658871,0,0,0,0,0,0,1,16-1-2016,52,42,47,0.24,0,0
id2099746,2,1,-73.9730606079102,40.7930107116699,-73.9845504760742,40.7599678039551,1,1139,4,20,19.2,3.7994487884973,0,0,0,1,0,0,0,20-4-2016,69,49,59,0,0,0
id3736042,1,1,-73.9488372802734,40.7736587524414,-74.0042114257812,40.7477645874023,1,1325,5,2,10.4166666666667,5.48102154978021,0,1,0,0,0,0,0,2-5-2016,60,45,52.5,0.04,0,0
id0719271,2,1,-73.9859008789062,40.7409782409668,-73.9862594604492,40.7304611206055,1,303,6,19,18.6833333333333,1.16984062758763,1,0,0,0,0,0,0,19-6-2016,88,66,77,0,0,0
id0692660,2,1,-73.7851409912109,40.6484718322754,-73.9853591918945,40.7520408630371,1,1775,4,26,23,20.433028181843,0,0,1,0,0,0,0,26-4-2016,60,47,53.5,0.24,0,0
id1886743,1,1,-74.0166320800781,40.7093391418457,-73.9794998168945,40.7529525756836,1,940,2,19,8.6,5.77130897287779,0,0,0,0,0,1,0,19-2-2016,39,24,31.5,0,0,0
id2420176,1,1,-73.9784240722656,40.7583312988281,-73.9512557983398,40.8251533508301,1,1124,2,14,22.1333333333333,7.77431662204308,1,0,0,0,0,0,0,14-2-2016,15,-1,7,0,0,0
id1348275,1,3,-73.9916458129883,40.7501525878906,-73.9616851806641,40.7799491882324,1,1580,6,23,10.7333333333333,4.16463769495125,0,0,0,0,1,0,0,23-6-2016,83,69,76,0,0,0
id2915243,1,1,-73.9631805419922,40.7752265930176,-73.9543304443359,40.7671546936035,1,844,1,26,14.85,1.16663326006536,0,0,1,0,0,0,0,26-1-2016,48,38,43,0,0,17
id3788776,2,1,-73.9890365600586,40.7481307983398,-73.9740600585938,40.743896484375,1,288,5,4,23.4833333333333,1.34664881876005,0,0,0,1,0,0,0,4-5-2016,52,48,50,0.01,0,0
id3041422,1,1,-73.9618682861328,40.7739448547363,-73.9511260986328,40.7843856811523,1,372,5,16,20.6166666666667,1.47171959602442,0,1,0,0,0,0,0,16-5-2016,66,43,54.5,0,0,0
id1041277,1,1,-73.9837417602539,40.7497406005859,-73.9725036621094,40.7404403686523,1,681,3,3,19.3166666666667,1.40205393709919,0,0,0,0,1,0,0,3-3-2016,36,26,31,0,0,0
id1536985,1,1,-73.9781646728516,40.7454605102539,-73.9068984985352,40.7734146118164,1,1114,6,11,3.96666666666667,6.75950845668115,0,0,0,0,0,0,1,11-6-2016,88,59,73.5,0,0,0
id1307979,2,1,-73.9862670898438,40.7722206115723,-73.9482727050781,40.8037796020508,1,1204,1,29,12.0333333333333,4.74829197285469,0,0,0,0,0,1,0,29-1-2016,41,30,35.5,0,0,6
id3915200,2,1,-73.9366912841797,40.7985801696777,-73.94384765625,40.7852783203125,1,244,5,10,20.6,1.5970854446233,0,0,1,0,0,0,0,10-5-2016,63,50,56.5,0,0,0
id2435652,1,1,-73.9793472290039,40.7502174377441,-73.9796905517578,40.7395896911621,1,320,6,22,21.8333333333333,1.18210538506483,0,0,0,1,0,0,0,22-6-2016,86,68,77,0,0,0
id3090622,1,1,-74.003044128418,40.732982635498,-74.0056533813477,40.7268829345703,1,115,3,28,10.4833333333333,0.713001154060354,0,1,0,0,0,0,0,28-3-2016,62,42,52,0.38,0,0
id1878639,1,1,-73.9597320556641,40.7584419250488,-73.9575500488281,40.7741851806641,1,412,6,15,21.85,1.76018866291232,0,0,0,1,0,0,0,15-6-2016,85,62,73.5,0,0,0
id3146922,1,2,-73.9949645996094,40.7504234313965,-73.9615249633789,40.780403137207,1,1209,3,2,10.75,4.36393092001186,0,0,0,1,0,0,0,2-3-2016,55,29,42,0.14,0,0
id1989957,2,1,-73.9722442626953,40.7495803833008,-73.992301940918,40.7252464294434,1,1136,4,2,22.0333333333333,3.19018334977413,0,0,0,0,0,0,1,2-4-2016,61,49,55,0.16,0,0
id2859378,2,3,-73.9760665893555,40.7446708679199,-73.9860534667969,40.7465209960938,1,294,5,21,8.26666666666667,0.866111435894582,0,0,0,0,0,0,1,21-5-2016,66,54,60,0.04,0,0
id2194112,2,2,-73.7936019897461,40.6592292785645,-73.9382705688477,40.6913604736328,1,1833,4,7,5.96666666666667,12.7125729433783,0,0,0,0,1,0,0,7-4-2016,58,48,53,0.09,0,0
id3118307,1,4,-73.9945983886719,40.7195472717285,-73.9935455322266,40.7025566101074,1,849,4,24,17.65,1.89135838493281,1,0,0,0,0,0,0,24-4-2016,68,47,57.5,0,0,0
id0778385,1,1,-73.9607086181641,40.7756843566895,-73.9841613769531,40.7616958618164,1,845,2,8,13.1166666666667,2.51400494838327,0,1,0,0,0,0,0,8-2-2016,39,28,33.5,0.05,0.1,0
id3499534,2,2,-73.968132019043,40.7623176574707,-73.9597091674805,40.7668952941895,1,449,5,3,16.7,0.873090577637025,0,0,1,0,0,0,0,3-5-2016,56,51,53.5,0.61,0,0
id0373170,1,1,-73.9932708740234,40.7417869567871,-73.9855041503906,40.7527084350586,1,229,4,30,14.85,1.3794474862855,0,0,0,0,0,0,1,30-4-2016,65,46,55.5,0,0,0
id1140749,1,1,-73.8744430541992,40.7739601135254,-73.9060211181641,40.7054786682129,1,1214,2,28,15,8.06616919279713,1,0,0,0,0,0,0,28-2-2016,60,38,49,0,0,0
id1344139,2,1,-73.9767837524414,40.751708984375,-73.9866027832031,40.7559814453125,1,201,3,7,6.93333333333333,0.953814024760091,0,1,0,0,0,0,0,7-3-2016,60,36,48,0,0,0
id3598868,1,1,-73.9685592651367,40.759220123291,-73.9849014282227,40.7643508911133,1,707,3,3,21.3333333333333,1.48993338181275,0,0,0,0,1,0,0,3-3-2016,36,26,31,0,0,0
id2405616,2,3,-73.9606781005859,40.7695388793945,-73.9804229736328,40.7700729370117,1,469,3,5,10.85,1.66382102028191,0,0,0,0,0,0,1,5-3-2016,41,28,34.5,0,0,0
id2203895,2,1,-73.9805603027344,40.753288269043,-73.9885177612305,40.7586250305176,1,641,5,17,18.5333333333333,0.895204213063516,0,0,1,0,0,0,0,17-5-2016,64,52,58,0,0,0
id1036291,2,5,-73.9356079101562,40.7612380981445,-73.9428787231445,40.7535705566406,1,172,5,23,7.03333333333333,1.04973987422439,0,1,0,0,0,0,0,23-5-2016,78,56,67,0.02,0,0
id2482751,2,5,-73.9899826049805,40.7339553833008,-73.9755935668945,40.7868499755859,1,1508,3,15,21.5333333333333,6.0051689287302,0,0,1,0,0,0,0,15-3-2016,57,44,50.5,0,0,0
id1187209,2,1,-73.9758071899414,40.7491035461426,-73.9495315551758,40.7727432250977,1,963,3,14,18.15,3.43614486032886,0,1,0,0,0,0,0,14-3-2016,51,40,45.5,0.29,0,0
id1367027,2,5,-73.8713684082031,40.7720794677734,-73.9655380249023,40.7668914794922,1,1717,6,15,14.2333333333333,7.95123111198765,0,0,0,1,0,0,0,15-6-2016,85,62,73.5,0,0,0
id2274967,1,1,-73.9619445800781,40.7655487060547,-73.9569854736328,40.7834587097168,1,570,4,20,7.9,2.03481160620793,0,0,0,1,0,0,0,20-4-2016,69,49,59,0,0,0
id2053727,2,2,-73.9883422851562,40.7641296386719,-74.0124130249023,40.703540802002,1,1346,4,26,21.8166666666667,7.03582712764088,0,0,1,0,0,0,0,26-4-2016,60,47,53.5,0.24,0,0
id1191751,1,1,-73.9976196289062,40.7653045654297,-73.9426040649414,40.8400230407715,1,883,4,12,10.7166666666667,9.51164696686787,0,0,1,0,0,0,0,12-4-2016,59,45,52,0.2,0,0
id3321035,2,1,-73.9642715454102,40.7674255371094,-73.9861831665039,40.7581558227539,1,573,1,30,9.51666666666667,2.11376912967899,0,0,0,0,0,0,1,30-1-2016,39,28,33.5,0,0,6
id1402501,2,1,-73.9757766723633,40.7868881225586,-73.9596252441406,40.810375213623,1,434,6,18,22.7166666666667,2.94433197124675,0,0,0,0,0,0,1,18-6-2016,87,61,74,0,0,0
id3344819,1,1,-74.0056381225586,40.7404365539551,-73.9828262329102,40.7821807861328,1,736,2,5,20.1833333333333,5.02365972380043,0,0,0,0,0,1,0,5-2-2016,44,31,37.5,0.53,2.5,1
id3787464,2,2,-73.9738235473633,40.7830429077148,-73.9811553955078,40.7809066772461,1,143,6,20,19.0666666666667,0.661442794737837,0,1,0,0,0,0,0,20-6-2016,84,64,74,0,0,0
id2910781,1,1,-73.9679260253906,40.7654685974121,-73.9509811401367,40.7984161376953,1,531,5,10,23.85,3.93159666823526,0,0,1,0,0,0,0,10-5-2016,63,50,56.5,0,0,0
id0620329,1,1,-73.9832611083984,40.7384796142578,-73.9889144897461,40.7479705810547,1,630,1,29,16.95,1.15784088039723,0,0,0,0,0,1,0,29-1-2016,41,30,35.5,0,0,6
id3909117,2,3,-73.9902877807617,40.7561988830566,-73.982307434082,40.7706604003906,1,440,4,12,18.7833333333333,1.742855445219,0,0,1,0,0,0,0,12-4-2016,59,45,52,0.2,0,0
id0739316,1,1,-73.9646911621094,40.7701683044434,-73.9581146240234,40.7746353149414,1,253,4,12,9.6,0.743920862130645,0,0,1,0,0,0,0,12-4-2016,59,45,52,0.2,0,0
id2962234,1,1,-73.9907379150391,40.7509803771973,-73.9878463745117,40.735179901123,1,575,6,17,19.1333333333333,1.773740202743,0,0,0,0,0,1,0,17-6-2016,78,63,70.5,0,0,0
id2827478,1,1,-73.9800720214844,40.7544784545898,-73.9881744384766,40.7407913208008,1,251,4,26,7.2,1.66798569837989,0,0,1,0,0,0,0,26-4-2016,60,47,53.5,0.24,0,0
id3052145,2,1,-73.9843597412109,40.7550163269043,-74.0006408691406,40.761791229248,1,255,1,22,8.8,1.56460669992594,0,0,0,0,0,1,0,22-1-2016,30,21,25.5,0.01,0.2,0
id0335894,1,1,-74.0027694702148,40.7606468200684,-74.0151748657227,40.7161865234375,1,682,2,6,21.2666666666667,5.05303457541263,0,0,0,0,0,0,1,6-2-2016,40,30,35,0,0,0
id2578002,2,1,-73.980842590332,40.7638664245605,-73.9692001342773,40.7570419311523,1,690,5,6,1.38333333333333,1.23991161498668,0,0,0,0,0,1,0,6-5-2016,54,48,51,0.54,0,0
id1658274,1,1,-73.9531097412109,40.7716865539551,-73.9716949462891,40.7864379882812,1,437,4,24,18.4833333333333,2.26702392559333,1,0,0,0,0,0,0,24-4-2016,68,47,57.5,0,0,0
id3406734,1,2,-74.0097198486328,40.7374382019043,-73.950813293457,40.7153663635254,1,1542,1,31,1.68333333333333,5.53748321776773,1,0,0,0,0,0,0,31-1-2016,56,36,46,0,0,4
id0153321,2,1,-73.9914932250977,40.7678718566895,-74.1779327392578,40.6955604553223,1,3554,6,27,8.68333333333333,17.6476695988617,0,1,0,0,0,0,0,27-6-2016,83,67,75,0.45,0,0
id2723240,2,1,-73.961669921875,40.773868560791,-73.9685821533203,40.7641830444336,1,356,3,7,14.8,1.22422581987851,0,1,0,0,0,0,0,7-3-2016,60,36,48,0,0,0
id3681225,1,1,-73.9944305419922,40.7347030639648,-73.9875030517578,40.7270736694336,1,493,5,28,16.0333333333333,1.02977097472958,0,0,0,0,0,0,1,28-5-2016,92,71,81.5,0,0,0
id1858978,2,1,-73.9799728393555,40.7839813232422,-73.9553680419922,40.772819519043,1,520,2,17,0.466666666666667,2.41507778611138,0,0,0,1,0,0,0,17-2-2016,39,35,37,0,0,0
id3381836,2,1,-73.9493713378906,40.7818717956543,-73.9702758789062,40.7647476196289,1,1093,3,15,7.71666666666667,2.59315012368214,0,0,1,0,0,0,0,15-3-2016,57,44,50.5,0,0,0
id3730725,1,1,-73.9904327392578,40.7187995910645,-73.9734573364258,40.7478904724121,1,625,5,22,2.28333333333333,3.53687457757863,1,0,0,0,0,0,0,22-5-2016,70,52,61,0.09,0,0
id3279286,2,1,-73.9817581176758,40.740608215332,-73.960319519043,40.6466102600098,1,2231,6,30,20.6833333333333,10.6072250040131,0,0,0,0,1,0,0,30-6-2016,85,67,76,0,0,0
id3761088,2,2,-73.9982757568359,40.7402534484863,-74.0018310546875,40.726261138916,1,461,1,2,12.2666666666667,1.58445012909435,0,0,0,0,0,0,1,2-1-2016,40,32,36,0,0,0
id2539938,2,1,-73.9888305664062,40.7394828796387,-73.9719543457031,40.749683380127,1,849,2,20,21.2166666666667,1.81873848260043,0,0,0,0,0,0,1,20-2-2016,61,39,50,0,0,0
id0920148,1,1,-73.9946746826172,40.7558212280273,-73.9887313842773,40.7487373352051,1,1039,5,11,10.1333333333333,0.933322722927289,0,0,0,1,0,0,0,11-5-2016,76,50,63,0,0,0
id2950535,2,1,-74.0144119262695,40.7039680480957,-73.9968719482422,40.7254753112793,1,791,4,11,16.2166666666667,2.81152133868077,0,1,0,0,0,0,0,11-4-2016,65,43,54,0.01,0,0
id2160400,2,1,-73.9874572753906,40.7226371765137,-73.9873199462891,40.7521133422852,1,1156,2,6,18.4,3.27762051338821,0,0,0,0,0,0,1,6-2-2016,40,30,35,0,0,0
id1058685,1,1,-73.9888381958008,40.6932334899902,-74.0042190551758,40.7128829956055,1,469,6,8,17.7666666666667,2.54066136306758,0,0,0,1,0,0,0,8-6-2016,67,52,59.5,0.45,0,0
id2978224,1,1,-73.9648284912109,40.770092010498,-73.9721374511719,40.7601928710938,1,689,4,13,19.15,1.26115587898258,0,0,0,1,0,0,0,13-4-2016,58,40,49,0,0,0
id0028850,2,1,-73.9656372070312,40.7650985717773,-73.9548721313477,40.765510559082,1,249,6,17,14,0.90776972190245,0,0,0,0,0,1,0,17-6-2016,78,63,70.5,0,0,0
id0401787,2,1,-73.9987030029297,40.7453804016113,-74.0093078613281,40.7140617370605,1,815,5,22,19.85,3.59529699172176,1,0,0,0,0,0,0,22-5-2016,70,52,61,0.09,0,0
id0486234,1,2,-73.9897689819336,40.7378120422363,-74.0035858154297,40.7291488647461,1,538,5,6,0.166666666666667,1.51104983121687,0,0,0,0,0,1,0,6-5-2016,54,48,51,0.54,0,0
id3461580,1,1,-73.9833755493164,40.7588653564453,-73.9887924194336,40.7463493347168,1,705,2,26,18.85,1.46460758625611,0,0,0,0,0,1,0,26-2-2016,39,27,33,0,0,0
id3471038,1,1,-73.862678527832,40.7686614990234,-73.8729019165039,40.7604866027832,1,406,3,7,21.9833333333333,1.25204608278393,0,1,0,0,0,0,0,7-3-2016,60,36,48,0,0,0
id3802070,1,1,-73.8730621337891,40.7740783691406,-73.9115905761719,40.6692504882812,1,3587,6,14,15.2833333333333,12.1001016537112,0,0,1,0,0,0,0,14-6-2016,79,58,68.5,0,0,0
id3665924,1,1,-73.9706954956055,40.788459777832,-74.0160598754883,40.7113151550293,1,1230,4,26,21.1666666666667,9.39077211871289,0,0,1,0,0,0,0,26-4-2016,60,47,53.5,0.24,0,0
id0686642,1,1,-73.7836380004883,40.6487159729004,-73.900749206543,40.6681900024414,1,1078,3,24,21.7666666666667,10.1132548200541,0,0,0,0,1,0,0,24-3-2016,55,44,49.5,0,0,0
id2661245,1,1,-73.9677810668945,40.7557754516602,-73.9905853271484,40.7452964782715,1,1026,1,13,9.81666666666667,2.24672697048533,0,0,0,1,0,0,0,13-1-2016,30,22,26,0,0,0
id1667247,2,2,-73.9789199829102,40.7627792358398,-73.9818496704102,40.7685585021973,1,165,6,27,23.8833333333333,0.688362713882653,0,1,0,0,0,0,0,27-6-2016,83,67,75,0.45,0,0
id0457369,1,1,-73.962287902832,40.7760887145996,-73.9579467773438,40.7770309448242,0,163,4,18,15.1166666666667,0.380257452337042,0,1,0,0,0,0,0,18-4-2016,82,51,66.5,0,0,0
id2274858,2,1,-73.9642486572266,40.7734642028809,-73.9795761108398,40.7870826721191,1,395,5,12,22.0833333333333,1.98963688373243,0,0,0,0,1,0,0,12-5-2016,80,56,68,0,0,0
id3787020,1,1,-73.9408493041992,40.7926979064941,-73.9548568725586,40.7654762268066,1,1342,4,7,7.16666666666667,3.24858273879988,0,0,0,0,1,0,0,7-4-2016,58,48,53,0.09,0,0
id2004766,1,2,-73.9913940429688,40.7502136230469,-73.9745941162109,40.7566375732422,1,927,1,8,14.45,1.58517288478444,0,0,0,0,0,1,0,8-1-2016,46,31,38.5,0,0,0
